GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSV001,GSV002,GSV003,GSV004,GSX001,GSX002,GSX003,GSX004
"G1500090","2000","US","4","9","Hawaii","15","Maui","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3002303962","3210392559","Maui County","A","+20901025","-156615839","06",,,2490,796,2038,1086,2326,164,1906,132
"G1600010","2000","US","4","8","Idaho","16","Ada","001",,,,,"0",,,,,,,,,,,,,"1080","99","N","9999","9999","9",,,,,,,,,"2732414018","13822607","Ada County","A","+43560300","-116280069","06",,,3687,1147,2664,1416,3399,253,2457,194
"G1600030","2000","US","4","8","Idaho","16","Adams","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3534240016","14055584","Adams County","A","+44917815","-116392914","06",,,12,2,8,10,10,2,8,0
"G1600050","2000","US","4","8","Idaho","16","Bannock","005",,,,,"0",,,,,,,,,,,,,"6340","99","N","9999","9999","9",,,,,,,,,"2883429627","88465277","Bannock County","A","+42777785","-112346267","06",,,787,252,732,406,684,103,676,56
"G1600070","2000","US","4","8","Idaho","16","Bear Lake","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2515865034","202159268","Bear Lake County","A","+42310550","-111350221","06",,,37,20,34,17,30,7,24,10
"G1600090","2000","US","4","8","Idaho","16","Benewah","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2010008935","20487687","Benewah County","A","+47240039","-116637643","06",,,39,0,39,10,30,9,33,6
"G1600110","2000","US","4","8","Idaho","16","Bingham","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5425336578","66059020","Bingham County","A","+43179755","-112363605","06",,,1331,423,764,702,1226,105,695,69
"G1600130","2000","US","4","8","Idaho","16","Blaine","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6849954809","42059646","Blaine County","A","+43437061","-114178832","06",,,689,147,307,240,610,79,266,41
"G1600150","2000","US","4","8","Idaho","16","Boise","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4927348953","11146409","Boise County","A","+43955457","-115858563","06",,,78,11,24,22,62,16,20,4
"G1600170","2000","US","4","8","Idaho","16","Bonner","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4500542891","471181080","Bonner County","A","+48316414","-116686831","06",,,146,34,150,57,129,17,136,14
"G1600190","2000","US","4","8","Idaho","16","Bonneville","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4839334408","83335445","Bonneville County","A","+43474131","-111872559","06",,,1276,655,883,734,1207,69,840,43
"G1600210","2000","US","4","8","Idaho","16","Boundary","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3286192758","24348657","Boundary County","A","+48758435","-116373036","06",,,60,37,37,10,57,3,37,0
"G1600230","2000","US","4","8","Idaho","16","Butte","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5783048305","1916981","Butte County","A","+43686343","-113199944","06",,,44,15,23,35,39,5,14,9
"G1600250","2000","US","4","8","Idaho","16","Camas","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2784123824","10524748","Camas County","A","+43391502","-114773345","06",,,5,2,6,4,5,0,4,2
"G1600270","2000","US","4","8","Idaho","16","Canyon","027",,,,,"0",,,,,,,,,,,,,"1080","99","N","9999","9999","9",,,,,,,,,"1527363178","35719112","Canyon County","A","+43618140","-116673633","06",,,6315,1901,4164,2874,5683,623,3665,499
"G1600290","2000","US","4","8","Idaho","16","Caribou","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4573948205","84466498","Caribou County","A","+42726467","-111662032","06",,,76,13,33,45,54,22,31,2
"G1600310","2000","US","4","8","Idaho","16","Cassia","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6647063674","35897093","Cassia County","A","+42357856","-113638731","06",,,958,405,547,526,859,99,468,79
"G1600330","2000","US","4","8","Idaho","16","Clark","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4570381864","1503265","Clark County","A","+44240975","-112291097","06",,,113,19,45,56,101,12,41,4
"G1600350","2000","US","4","8","Idaho","16","Clearwater","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6375003321","69148734","Clearwater County","A","+46653353","-115858748","06",,,22,58,26,19,20,2,25,1
"G1600370","2000","US","4","8","Idaho","16","Custer","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"12756844014","29383068","Custer County","A","+44211630","-114139033","06",,,43,25,27,24,34,9,19,8
"G1600390","2000","US","4","8","Idaho","16","Elmore","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7970880683","59391627","Elmore County","A","+43139342","-115537769","06",,,1002,275,505,408,799,37,388,85
"G1600410","2000","US","4","8","Idaho","16","Franklin","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1723465364","7570284","Franklin County","A","+42153211","-111855585","06",,,137,41,87,74,126,11,79,8
"G1600430","2000","US","4","8","Idaho","16","Fremont","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4834879096","74685583","Fremont County","A","+44175903","-111510212","06",,,319,141,188,133,281,38,164,24
"G1600450","2000","US","4","8","Idaho","16","Gem","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1457066871","8209994","Gem County","A","+43969570","-116451291","06",,,256,108,99,161,232,24,87,12
"G1600470","2000","US","4","8","Idaho","16","Gooding","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1892714019","7932216","Gooding County","A","+42873169","-114781459","06",,,757,177,245,383,729,28,223,22
"G1600490","2000","US","4","8","Idaho","16","Idaho","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21975746856","45562903","Idaho County","A","+45893268","-115888594","06",,,39,73,16,19,34,5,6,10
"G1600510","2000","US","4","8","Idaho","16","Jefferson","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2836252504","27116238","Jefferson County","A","+43761293","-112106831","06",,,525,131,250,223,496,29,226,24
"G1600530","2000","US","4","8","Idaho","16","Jerome","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1553568425","5263172","Jerome County","A","+42679123","-114304518","06",,,863,296,295,414,771,92,231,64
"G1600550","2000","US","4","8","Idaho","16","Kootenai","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3224845525","182773264","Kootenai County","A","+47704372","-116770986","06",,,512,159,575,364,459,53,543,32
"G1600570","2000","US","4","8","Idaho","16","Latah","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2788518961","616071","Latah County","A","+46786040","-116802597","06",,,195,77,185,100,177,18,162,23
"G1600590","2000","US","4","8","Idaho","16","Lemhi","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11821116983","13843742","Lemhi County","A","+44948818","-113778243","06",,,25,11,59,13,14,11,49,10
"G1600610","2000","US","4","8","Idaho","16","Lewis","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1240715453","1983845","Lewis County","A","+46233719","-116379388","06",,,20,4,20,10,20,0,16,4
"G1600630","2000","US","4","8","Idaho","16","Lincoln","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3122302013","848289","Lincoln County","A","+42965518","-114212667","06",,,153,49,59,78,149,4,52,7
"G1600650","2000","US","4","8","Idaho","16","Madison","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1221243194","4766279","Madison County","A","+43818344","-111741490","06",,,179,122,213,115,159,20,173,40
"G1600670","2000","US","4","8","Idaho","16","Minidoka","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1967414867","8698549","Minidoka County","A","+42670666","-113696748","06",,,1393,332,775,765,1277,116,676,99
"G1600690","2000","US","4","8","Idaho","16","Nez Perce","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2199106991","18851831","Nez Perce County","A","+46410602","-116862484","06",,,117,63,169,76,113,4,152,17
"G1600710","2000","US","4","8","Idaho","16","Oneida","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3108851426","3304581","Oneida County","A","+42174344","-112410452","06",,,29,7,7,23,22,7,7,0
"G1600730","2000","US","4","8","Idaho","16","Owyhee","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19885888661","48493695","Owyhee County","A","+42806872","-116190499","06",,,717,222,270,302,646,71,219,51
"G1600750","2000","US","4","8","Idaho","16","Payette","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1055465027","6913011","Payette County","A","+43999903","-116867958","06",,,740,148,369,218,709,31,320,49
"G1600770","2000","US","4","8","Idaho","16","Power","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3640397464","95907049","Power County","A","+42770307","-112814105","06",,,375,101,255,166,365,10,199,56
"G1600790","2000","US","4","8","Idaho","16","Shoshone","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6821807921","4117464","Shoshone County","A","+47417879","-116040486","06",,,27,25,43,38,21,6,41,2
"G1600810","2000","US","4","8","Idaho","16","Teton","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1166436540","539274","Teton County","A","+43720419","-111144179","06",,,163,81,103,80,150,13,94,9
"G1600830","2000","US","4","8","Idaho","16","Twin Falls","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4985793354","8917541","Twin Falls County","A","+42489080","-114611547","06",,,1656,494,1013,701,1479,154,898,115
"G1600850","2000","US","4","8","Idaho","16","Valley","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"9525514622","144625558","Valley County","A","+44655511","-115920089","06",,,24,10,25,23,24,0,25,0
"G1600870","2000","US","4","8","Idaho","16","Washington","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3771847470","44613238","Washington County","A","+44392256","-116851251","06",,,383,46,306,113,335,48,211,95
"G1700010","2000","US","2","3","Illinois","17","Adams","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2218672126","37924714","Adams County","A","+39965452","-091268051","06",,,124,28,147,56,124,0,124,23
"G1700030","2000","US","2","3","Illinois","17","Alexander","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"612225870","41845883","Alexander County","A","+37146816","-089289480","06",,,11,77,18,8,11,0,18,0
"G1700050","2000","US","2","3","Illinois","17","Bond","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"984720341","6380583","Bond County","A","+38882098","-089434850","06",,,48,79,65,6,39,9,63,2
"G1700070","2000","US","2","3","Illinois","17","Boone","007",,,,,"0",,,,,,,,,,,,,"6880","99","N","9999","9999","9",,,,,,,,,"728473464","1751854","Boone County","A","+42298948","-088834228","06",,,1466,390,878,571,1342,124,845,33
"G1700090","2000","US","2","3","Illinois","17","Brown","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"791627134","4120069","Brown County","A","+39950254","-090740237","06",,,5,252,0,0,5,0,0,0
"G1700110","2000","US","2","3","Illinois","17","Bureau","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2249570413","12264509","Bureau County","A","+41386420","-089477767","06",,,432,155,263,211,398,34,255,8
"G1700130","2000","US","2","3","Illinois","17","Calhoun","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"657379178","77365087","Calhoun County","A","+39168969","-090653186","06",,,12,6,4,10,12,0,4,0
"G1700150","2000","US","2","3","Illinois","17","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1150503971","55830292","Carroll County","A","+42076584","-089953145","06",,,57,21,51,35,51,6,51,0
"G1700170","2000","US","2","3","Illinois","17","Cass","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"973578443","20281035","Cass County","A","+39975926","-090269918","06",,,421,115,158,137,356,65,137,21
"G1700190","2000","US","2","3","Illinois","17","Champaign","019",,,,,"0",,,,,,,,,,,,,"1400","99","N","9999","9999","9",,,,,,,,,"2581715418","1881148","Champaign County","A","+40136824","-088216752","06",,,1625,687,1200,587,1485,140,1117,83
"G1700210","2000","US","2","3","Illinois","17","Christian","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1836459714","17232565","Christian County","A","+39528077","-089262544","06",,,22,170,31,17,20,2,31,0
"G1700230","2000","US","2","3","Illinois","17","Clark","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1298887932","8752855","Clark County","A","+39345598","-087802973","06",,,5,0,11,9,5,0,11,0
"G1700250","2000","US","2","3","Illinois","17","Clay","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1215348986","1525520","Clay County","A","+38737029","-088470910","06",,,30,0,13,0,30,0,13,0
"G1700270","2000","US","2","3","Illinois","17","Clinton","027",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1228257056","75748972","Clinton County","A","+38598095","-089436849","06",,,133,186,50,66,121,1,38,12
"G1700290","2000","US","2","3","Illinois","17","Coles","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1316453530","4615587","Coles County","A","+39507634","-088259377","06",,,209,91,131,109,207,2,121,10
"G1700310","2000","US","2","3","Illinois","17","Cook","031",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"2449300798","1785436307","Cook County","A","+41837649","-087767817","06",,,268018,115441,179988,163472,246136,21644,161941,18000
"G1700330","2000","US","2","3","Illinois","17","Crawford","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1148749411","5708708","Crawford County","A","+39009225","-087757873","06",,,61,185,32,40,57,4,27,5
"G1700350","2000","US","2","3","Illinois","17","Cumberland","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"896179057","2537976","Cumberland County","A","+39272064","-088263215","06",,,19,0,11,7,19,0,11,0
"G1700370","2000","US","2","3","Illinois","17","DeKalb","037",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"1642457595","2106707","DeKalb County","A","+41897263","-088739318","06",,,1700,480,1166,618,1556,144,1068,98
"G1700390","2000","US","2","3","Illinois","17","De Witt","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1029716440","19628562","De Witt County","A","+40178001","-088914787","06",,,65,13,61,10,62,3,47,14
"G1700410","2000","US","2","3","Illinois","17","Douglas","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1079667857","1442988","Douglas County","A","+39769979","-088236661","06",,,208,66,100,119,196,12,100,0
"G1700430","2000","US","2","3","Illinois","17","Dupage","043",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"864034248","7636291","DuPage County","A","+41856029","-088063587","06",,,23215,7321,15534,9484,21881,1334,14613,921
"G1700450","2000","US","2","3","Illinois","17","Edgar","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1614999349","1632124","Edgar County","A","+39668118","-087746849","06",,,30,56,18,10,30,0,18,0
"G1700470","2000","US","2","3","Illinois","17","Edwards","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"575879274","797996","Edwards County","A","+38398083","-088048393","06",,,0,3,3,0,0,0,3,0
"G1700490","2000","US","2","3","Illinois","17","Effingham","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1239826162","3115242","Effingham County","A","+39069653","-088592280","06",,,102,27,38,42,86,16,38,0
"G1700510","2000","US","2","3","Illinois","17","Fayette","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1855693082","22975523","Fayette County","A","+39000305","-088990889","06",,,8,115,0,10,5,3,0,0
"G1700530","2000","US","2","3","Illinois","17","Ford","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1258473076","1339862","Ford County","A","+40552455","-088223413","06",,,35,8,40,2,35,0,40,0
"G1700550","2000","US","2","3","Illinois","17","Franklin","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1067269330","50043890","Franklin County","A","+37974494","-088955152","06",,,53,28,69,55,41,12,44,25
"G1700570","2000","US","2","3","Illinois","17","Fulton","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2241955768","43952645","Fulton County","A","+40499297","-090177649","06",,,35,274,45,30,33,0,38,7
"G1700590","2000","US","2","3","Illinois","17","Gallatin","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"838450715","12120660","Gallatin County","A","+37782056","-088233803","06",,,34,5,8,5,34,0,6,2
"G1700610","2000","US","2","3","Illinois","17","Greene","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1406599772","8424874","Greene County","A","+39369540","-090383013","06",,,6,18,10,4,6,0,10,0
"G1700630","2000","US","2","3","Illinois","17","Grundy","063",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"1087542889","27240335","Grundy County","A","+41309747","-088366716","06",,,502,111,266,185,458,44,242,24
"G1700650","2000","US","2","3","Illinois","17","Hamilton","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1127069640","1746467","Hamilton County","A","+38096779","-088536242","06",,,7,2,7,4,7,0,2,5
"G1700670","2000","US","2","3","Illinois","17","Hancock","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2058061147","51585223","Hancock County","A","+40424406","-091187696","06",,,19,4,28,7,19,0,26,2
"G1700690","2000","US","2","3","Illinois","17","Hardin","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"461881212","8287483","Hardin County","A","+37470687","-088281762","06",,,5,17,9,2,3,2,8,1
"G1700710","2000","US","2","3","Illinois","17","Henderson","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"981118459","42248329","Henderson County","A","+40833378","-090946340","06",,,18,4,10,4,18,0,10,0
"G1700730","2000","US","2","3","Illinois","17","Henry","073",,,,,"0",,,,,,,,,,,,,"1960","99","N","9999","9999","9",,,,,,,,,"2132110339","6176134","Henry County","A","+41351751","-090120495","06",,,348,70,258,123,321,27,245,13
"G1700750","2000","US","2","3","Illinois","17","Iroquois","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2891534000","4151211","Iroquois County","A","+40749055","-087833796","06",,,259,103,185,94,228,31,169,16
"G1700770","2000","US","2","3","Illinois","17","Jackson","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1523235581","37301738","Jackson County","A","+37769401","-089314721","06",,,311,248,305,213,285,26,274,31
"G1700790","2000","US","2","3","Illinois","17","Jasper","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1280499931","9364378","Jasper County","A","+39009625","-088140296","06",,,2,0,0,5,2,0,0,0
"G1700810","2000","US","2","3","Illinois","17","Jefferson","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1478768461","33040991","Jefferson County","A","+38310378","-088915252","06",,,102,167,70,37,84,18,67,3
"G1700830","2000","US","2","3","Illinois","17","Jersey","083",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"956113325","20361792","Jersey County","A","+39083608","-090342138","06",,,7,0,33,19,7,0,26,7
"G1700850","2000","US","2","3","Illinois","17","Jo Daviess","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1556790300","45674718","Jo Daviess County","A","+42393139","-090235822","06",,,129,13,38,11,127,2,38,0
