GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4J001,E4J002,E4J003,E4J004,E4J005,E4J006,E4J007,E4J008,E4J009,E4J010,E4J011,E4J012,E4J013,E4J014,E4J015,E4J016,E4J017,E4J018,E4J019,E4J020,E4J021,E4J022,E4J023,E4J024,E4J025,E4J026,E4J027,E4J028,E4J029,E4J030,E4J031,E4J032,E4J033,E4J034,E4J035,E4J036,E4J037,E4J038,E4J039,E4J040
"G2000970","1990","KS",,,,,,,,,,,"99","Kiowa","097",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001871115","0000000596","Kiowa County","A","+37558737","-099286898","06",1,872,26,391,0,729,12,719,0,1,0,7,0,0,0,0,0,5,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,4,0,0
"G2000990","1990","KS",,,,,,,,,,,"99","Labette","099",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001680669","0000011529","Labette County","A","+37191476","-095297611","06",9,5171,327,2336,0,4610,301,4105,0,165,16,145,0,200,10,188,0,81,6,44,0,77,7,51,0,19,0,3,0,21,0,10,0,43,9,11,0,34,9,28
"G2001010","1990","KS",,,,,,,,,,,"99","Lane","101",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001857710","0000000551","Lane County","A","+38481478","-100465793","06",0,647,7,186,0,390,13,516,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"G2001030","1990","KS",,,,,,,,,,,"99","Leavenworth","103",,,"4","3760",,,,"9999","2","Kansas","20",,,,,"0001199966","0000013098","Leavenworth County","A","+39202416","-095038054","06",3572,11019,614,7246,397,10172,624,8014,529,600,106,2646,157,756,153,692,5,131,11,204,0,77,20,44,74,77,1,55,6,155,14,175,75,132,11,186,7,129,3,86
"G2001050","1990","KS",,,,,,,,,,,"99","Lincoln","105",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001861951","0000002773","Lincoln County","A","+39043990","-098211032","06",0,859,30,437,0,800,27,677,0,0,0,0,0,0,0,0,0,2,0,0,0,5,4,5,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0
"G2001070","1990","KS",,,,,,,,,,,"99","Linn","107",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001550805","0000019641","Linn County","A","+38207123","-094840875","06",3,1723,187,1072,2,1288,116,1891,0,14,2,10,0,2,0,2,0,12,0,16,0,4,0,3,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,2
"G2001090","1990","KS",,,,,,,,,,,"99","Logan","109",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002779242","0000000274","Logan County","A","+38916481","-101146684","06",2,848,6,260,0,611,23,569,0,0,0,7,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0
"G2001110","1990","KS",,,,,,,,,,,"99","Lyon","111",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002204069","0000010921","Lyon County","A","+38461626","-096150180","06",24,8335,452,2785,0,7135,371,5120,6,177,14,80,0,149,25,59,0,36,0,0,0,41,0,28,0,200,0,145,0,67,0,209,0,357,33,33,0,222,25,112
"G2001130","1990","KS",,,,,,,,,,,"99","McPherson","113",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002330525","0000003822","McPherson County","A","+38387996","-097647545","06",3,7342,174,2165,0,5988,149,4540,0,70,0,10,0,43,0,17,0,33,8,3,0,31,12,11,0,45,0,7,0,22,0,15,0,29,2,27,0,37,5,14
"G2001150","1990","KS",,,,,,,,,,,"99","Marion","115",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002442786","0000027016","Marion County","A","+38361564","-097097694","06",5,3237,106,1374,0,2613,62,2620,0,2,3,7,0,7,0,65,0,12,0,2,0,11,0,0,0,9,0,53,0,0,0,19,0,0,1,10,0,5,3,2
"G2001170","1990","KS",,,,,,,,,,,"99","Marshall","117",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002337800","0000004622","Marshall County","A","+39778534","-096529168","06",9,2869,56,1283,0,2145,81,2389,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,4,0,2,0,0,0,15,0,0,0,0,0,9,0,0,0,5
"G2001190","1990","KS",,,,,,,,,,,"99","Meade","119",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002534258","0000003214","Meade County","A","+37240009","-100359257","06",0,1164,12,319,0,844,24,762,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,3,0,48,0,5,0,5,2,18
"G2001210","1990","KS",,,,,,,,,,,"99","Miami","121",,,"4","3760",,,,"9999","2","Kansas","20",,,,,"0001493802","0000034810","Miami County","A","+38564655","-094833526","06",14,5982,282,1985,0,4825,155,3822,0,90,9,174,0,97,12,128,0,37,0,9,0,25,0,15,0,7,0,13,0,8,9,16,0,15,2,25,0,7,0,15
"G2001230","1990","KS",,,,,,,,,,,"99","Mitchell","123",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001812778","0000048522","Mitchell County","A","+39393310","-098206530","06",3,1763,34,823,0,1467,9,1388,0,0,0,0,0,0,0,11,0,13,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"G2001250","1990","KS",,,,,,,,,,,"99","Montgomery","125",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001671224","0000016037","Montgomery County","A","+37189342","-095741752","06",2,8356,476,3637,0,7006,383,7356,0,367,80,322,0,270,84,599,0,178,10,63,0,185,32,162,0,44,6,0,0,35,0,20,0,47,17,23,0,57,0,50
"G2001270","1990","KS",,,,,,,,,,,"99","Morris","127",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001806361","0000014140","Morris County","A","+38686623","-096643488","06",39,1525,68,640,0,1171,44,1248,0,2,0,6,0,5,0,0,3,2,0,5,0,5,0,5,0,2,3,0,0,5,0,3,0,3,0,0,0,5,0,0
"G2001290","1990","KS",,,,,,,,,,,"99","Morton","129",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001890623","0000000055","Morton County","A","+37197732","-101808049","06",3,884,15,279,0,592,26,631,0,3,0,0,0,0,0,0,0,24,0,0,0,3,0,7,0,11,0,0,0,6,0,4,0,18,0,3,0,6,0,11
"G2001310","1990","KS",,,,,,,,,,,"99","Nemaha","131",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001862401","0000000924","Nemaha County","A","+39776155","-096018778","06",0,2744,48,982,0,2044,68,1825,0,16,0,3,0,4,0,4,0,6,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"G2001330","1990","KS",,,,,,,,,,,"99","Neosho","133",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001481252","0000015992","Neosho County","A","+37556830","-095301327","06",6,4154,235,1592,0,3198,195,3265,0,28,0,69,0,17,4,35,0,30,0,2,0,11,0,22,0,7,0,2,0,0,0,12,0,49,0,36,0,59,0,30
"G2001350","1990","KS",,,,,,,,,,,"99","Ness","135",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002783760","0000000667","Ness County","A","+38475432","-099915560","06",0,1126,9,353,0,748,26,792,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,2,0,4,0,2,0,0
"G2001370","1990","KS",,,,,,,,,,,"99","Norton","137",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002273694","0000009185","Norton County","A","+39783841","-099898888","06",0,1435,25,827,0,1254,51,1007,0,1,0,139,0,0,0,0,0,11,0,1,0,0,0,0,0,4,0,5,0,10,0,9,0,0,0,15,0,0,0,5
"G2001390","1990","KS",,,,,,,,,,,"99","Osage","139",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001822315","0000040648","Osage County","A","+38649921","-095727023","06",17,3661,197,1603,0,2982,83,2862,0,5,0,0,0,0,0,0,0,22,0,15,0,27,2,11,0,0,0,0,0,15,0,2,0,2,3,2,0,16,0,5
"G2001410","1990","KS",,,,,,,,,,,"99","Osborne","141",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002311862","0000004399","Osborne County","A","+39349091","-098767324","06",0,1253,20,530,0,997,20,976,0,0,2,0,0,5,0,0,0,3,2,0,0,7,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0,0
"G2001430","1990","KS",,,,,,,,,,,"99","Ottawa","143",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001867843","0000001973","Ottawa County","A","+39131606","-097652807","06",1,1459,58,529,0,1071,53,1140,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
"G2001450","1990","KS",,,,,,,,,,,"99","Pawnee","145",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001953408","0000000994","Pawnee County","A","+38181347","-099232234","06",13,1738,51,928,0,1505,50,1238,0,48,11,76,0,29,0,21,0,6,0,0,0,9,0,10,0,18,0,0,0,12,0,5,0,29,13,34,0,20,0,35
"G2001470","1990","KS",,,,,,,,,,,"99","Phillips","147",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002295407","0000022231","Phillips County","A","+39784493","-099347033","06",0,1767,21,647,0,1163,55,1402,0,0,0,2,0,5,0,6,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,14,0,8,0,0,0,2,0,6
"G2001490","1990","KS",,,,,,,,,,,"99","Pottawatomie","149",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002186713","0000046178","Pottawatomie County","A","+39379536","-096333887","06",85,4159,137,1301,12,3460,131,2359,0,0,0,63,0,0,0,0,0,14,0,7,0,43,0,14,0,13,0,13,0,17,0,10,9,18,0,0,0,6,0,5
"G2001510","1990","KS",,,,,,,,,,,"99","Pratt","151",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001903713","0000001975","Pratt County","A","+37647726","-098739785","06",0,2486,58,872,0,1970,119,1715,0,36,8,33,0,16,0,12,0,3,0,0,0,14,0,30,0,0,0,0,0,0,3,15,0,20,0,3,0,1,0,15
"G2001530","1990","KS",,,,,,,,,,,"99","Rawlins","153",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002770484","0000000280","Rawlins County","A","+39789524","-101073866","06",0,922,12,313,0,627,14,687,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001550","1990","KS",,,,,,,,,,,"99","Reno","155",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0003249167","0000043576","Reno County","A","+37960613","-098089515","06",42,14961,553,6042,18,12577,467,10707,0,236,36,639,0,199,19,145,3,106,9,24,0,65,12,94,0,45,2,0,0,62,0,45,2,375,81,131,0,232,23,166
"G2001570","1990","KS",,,,,,,,,,,"99","Republic","157",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001855853","0000009868","Republic County","A","+39828164","-097650274","06",0,1651,30,730,0,1329,30,1370,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"G2001590","1990","KS",,,,,,,,,,,"99","Rice","159",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001881927","0000004448","Rice County","A","+38347421","-098200298","06",0,2492,91,1046,0,1962,105,2180,0,13,0,3,0,24,2,8,0,24,0,7,0,6,0,10,0,3,0,0,0,0,3,6,0,65,0,7,0,13,3,23
"G2001610","1990","KS",,,,,,,,,,,"99","Riley","161",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001578961","0000032405","Riley County","A","+39292937","-096727320","06",5847,11998,691,6239,264,11740,696,7949,2558,590,70,257,168,660,252,422,120,84,19,13,0,124,6,82,165,571,10,270,12,389,47,421,497,73,0,163,36,146,78,111
"G2001630","1990","KS",,,,,,,,,,,"99","Rooks","163",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002300924","0000018173","Rooks County","A","+39350761","-099325564","06",14,1538,78,543,0,1012,60,1316,0,3,0,0,0,2,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0
"G2001650","1990","KS",,,,,,,,,,,"99","Rush","165",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001860252","0000000544","Rush County","A","+38523419","-099308728","06",0,973,15,461,0,765,16,806,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"G2001670","1990","KS",,,,,,,,,,,"99","Russell","167",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002291464","0000037021","Russell County","A","+38922221","-098766350","06",0,1852,61,1014,0,1568,56,1604,0,14,2,16,0,0,2,0,0,2,0,16,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"G2001690","1990","KS",,,,,,,,,,,"99","Saline","169",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001863878","0000004316","Saline County","A","+38781448","-097647797","06",79,12645,667,3407,5,10635,494,7652,9,332,51,138,0,314,12,168,0,48,0,15,0,54,5,19,0,103,11,33,0,145,0,81,7,200,0,23,0,125,21,51
"G2001710","1990","KS",,,,,,,,,,,"99","Scott","171",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001858542","0000000305","Scott County","A","+38481884","-100905893","06",0,1375,14,437,0,1056,29,944,0,6,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,7,0,7,0,7,0,0,0,32,8,0,0,7,0,6
"G2001730","1990","KS",,,,,,,,,,,"99","Sedgwick","173",,,"4","9040",,,,"9999","2","Kansas","20",,,,,"0002590640","0000023900","Sedgwick County","A","+37683500","-097462020","06",2393,96130,4596,24303,285,79186,3735,52979,368,6743,1035,2822,94,6808,1003,4823,8,1104,163,225,0,953,109,649,31,1933,148,798,5,1427,152,1326,63,2308,281,350,0,1542,102,742
"G2001750","1990","KS",,,,,,,,,,,"99","Seward","175",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001656477","0000002560","Seward County","A","+37191283","-100852323","06",18,4003,89,1076,0,3159,122,2280,0,258,29,91,0,205,8,85,0,29,0,10,0,29,12,18,0,111,16,30,0,49,0,47,0,845,62,57,0,304,57,312
"G2001770","1990","KS",,,,,,,,,,,"99","Shawnee","177",,,"4","8440",,,,"9999","2","Kansas","20",,,,,"0001424115","0000016837","Shawnee County","A","+39042600","-095757807","06",316,37368,1710,12299,51,34723,1261,22366,10,2496,263,1372,17,2470,293,2071,0,411,29,152,6,435,21,221,11,278,0,136,0,310,19,205,0,909,27,257,0,743,65,278
"G2001790","1990","KS",,,,,,,,,,,"99","Sheridan","179",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002321716","0000000640","Sheridan County","A","+39350549","-100440897","06",0,845,10,277,0,567,13,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0
"G2001810","1990","KS",,,,,,,,,,,"99","Sherman","181",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002734711","0000000549","Sherman County","A","+39350732","-101719479","06",0,1730,38,641,0,1439,24,1179,0,10,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,62,5,37,0,39,0,57
"G2001830","1990","KS",,,,,,,,,,,"99","Smith","183",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002319237","0000002859","Smith County","A","+39784684","-098785001","06",0,1304,23,565,0,1033,3,1138,0,0,0,0,0,0,0,0,0,8,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001850","1990","KS",,,,,,,,,,,"99","Stafford","185",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002051531","0000006918","Stafford County","A","+38035581","-098719561","06",0,1221,53,616,0,996,40,1120,0,3,0,7,0,4,0,0,0,2,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,18,0,2,0,6,0,0
"G2001870","1990","KS",,,,,,,,,,,"99","Stanton","187",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001761361","0000000147","Stanton County","A","+37558728","-101784221","06",0,588,2,158,0,384,9,345,0,0,0,0,0,0,0,0,0,4,0,2,0,6,0,9,0,2,0,6,0,0,1,4,0,62,10,11,0,19,5,29
"G2001890","1990","KS",,,,,,,,,,,"99","Stevens","189",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001884478","0000000463","Stevens County","A","+37202609","-101318220","06",0,1298,53,266,0,824,32,863,0,0,0,14,0,7,0,5,0,36,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,87,10,24,0,66,8,45
"G2001910","1990","KS",,,,,,,,,,,"99","Sumner","191",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0003061101","0000007698","Sumner County","A","+37229572","-097475353","06",35,6325,272,2123,11,4735,279,4676,0,40,0,26,0,0,0,49,3,71,9,33,0,44,5,85,0,0,0,0,0,2,0,12,0,155,16,33,0,36,7,116
"G2001930","1990","KS",,,,,,,,,,,"99","Thomas","193",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002783891","0000000288","Thomas County","A","+39358557","-101054785","06",0,2223,89,544,0,1729,62,1358,0,13,6,16,0,0,0,0,0,0,0,6,0,0,0,5,0,9,0,0,0,0,0,4,0,18,0,24,0,0,3,5
"G2001950","1990","KS",,,,,,,,,,,"99","Trego","195",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002300851","0000027790","Trego County","A","+38921356","-099864767","06",3,978,5,359,3,702,4,761,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001970","1990","KS",,,,,,,,,,,"99","Wabaunsee","197",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002065418","0000006214","Wabaunsee County","A","+38954812","-096200301","06",28,1700,57,602,8,1347,39,1115,0,1,0,5,0,5,0,17,0,21,7,0,0,0,0,14,0,0,0,0,0,3,0,0,5,3,0,2,0,2,2,7
"G2001990","1990","KS",,,,,,,,,,,"99","Wallace","199",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002367423","0000000137","Wallace County","A","+38908933","-101754027","06",0,512,4,145,0,326,9,327,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0
"G2002010","1990","KS",,,,,,,,,,,"99","Washington","201",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002327125","0000000982","Washington County","A","+39784202","-097085905","06",0,1832,30,800,0,1358,26,1455,0,3,0,0,0,2,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,0,2
"G2002030","1990","KS",,,,,,,,,,,"99","Wichita","203",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001861093","0000000062","Wichita County","A","+38481896","-101347098","06",0,682,0,190,0,412,4,485,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0,4,0,2,0,77,3,15,0,29,8,42
"G2002050","1990","KS",,,,,,,,,,,"99","Wilson","205",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001486414","0000002933","Wilson County","A","+37558943","-095741661","06",9,2373,130,1149,0,1828,88,2313,0,7,0,0,0,6,0,0,0,12,0,18,0,8,0,6,0,7,0,0,0,0,0,7,0,14,0,0,0,0,0,0
"G2002070","1990","KS",,,,,,,,,,,"99","Woodson","207",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001296701","0000012550","Woodson County","A","+37887411","-095738658","06",12,888,49,544,0,656,38,960,0,3,0,21,0,0,0,2,3,6,3,17,0,2,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
"G2002090","1990","KS",,,,,,,,,,,"99","Wyandotte","209",,,"4","3760",,,,"9999","2","Kansas","20",,,,,"0000392120","0000011142","Wyandotte County","A","+39114400","-094766174","06",113,27112,2329,10291,7,23407,1334,19751,95,7244,1482,4426,0,9048,1085,7106,0,444,36,99,0,267,32,140,0,266,0,115,0,271,5,242,0,1333,186,305,0,951,67,680
"G2100010","1990","KY",,,,,,,,,,,"99","Adair","001",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001053760","0000013970","Adair County","A","+37105341","-085281615","06",0,3489,231,1891,0,2959,142,2972,0,74,19,87,0,89,10,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"G2100030","1990","KY",,,,,,,,,,,"99","Allen","003",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000896502","0000015332","Allen County","A","+36751657","-086190429","06",0,3329,279,1667,0,2587,335,2890,0,33,0,7,0,26,8,31,0,9,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2100050","1990","KY",,,,,,,,,,,"99","Anderson","005",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000524956","0000004177","Anderson County","A","+38004230","-084987520","06",29,3969,175,995,0,3254,85,2306,0,93,31,41,0,97,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0
"G2100070","1990","KY",,,,,,,,,,,"99","Ballard","007",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000650539","0000058124","Ballard County","A","+37064215","-089002232","06",11,1756,235,896,0,1372,166,1628,0,46,6,27,0,41,3,44,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"G2100090","1990","KY",,,,,,,,,,,"99","Barren","009",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001271591","0000023292","Barren County","A","+36960438","-085927600","06",39,7776,473,3378,0,5956,512,6884,0,322,36,286,6,315,53,367,0,6,0,0,0,5,12,0,0,6,0,0,0,0,0,0,0,5,0,0,0,14,0,0
"G2100110","1990","KY",,,,,,,,,,,"99","Bath","011",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000723773","0000011694","Bath County","A","+38140254","-083740853","06",0,2023,239,1271,0,1667,140,2010,0,49,16,36,0,53,8,42,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,7,0,0,0,3,0,0,0,0
"G2100130","1990","KY",,,,,,,,,,,"99","Bell","013",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000934416","0000001510","Bell County","A","+36735535","-083672646","06",16,5263,886,4805,0,3712,553,8126,0,76,24,176,0,41,18,237,0,5,6,13,0,0,0,13,0,12,0,7,0,20,0,0,0,0,0,0,0,0,0,0
"G2100150","1990","KY",,,,,,,,,,,"21","Boone","015",,,"6","1642",,,,"1640","3","Kentucky","21",,,,,"0000637835","0000027736","Boone County","A","+38973682","-084729648","06",66,15615,553,3604,16,12992,513,8275,0,81,15,27,0,54,0,50,0,23,0,7,0,13,0,20,0,100,8,38,0,71,5,79,0,24,0,6,0,18,0,17
"G2100170","1990","KY",,,,,,,,,,,"99","Bourbon","017",,,"6","4280",,,,"9999","3","Kentucky","21",,,,,"0000754849","0000000597","Bourbon County","A","+38203120","-084211010","06",17,4599,250,1551,0,3523,310,3257,0,268,27,233,0,345,9,318,0,15,0,0,0,13,0,4,0,5,0,0,0,0,0,10,0,11,0,0,0,4,0,5
"G2100190","1990","KY",,,,,,,,,,,"99","Boyd","019",,,"6","3400",,,,"9999","3","Kentucky","21",,,,,"0000414885","0000004257","Boyd County","A","+38358572","-082689394","06",43,11634,937,6003,0,8095,753,11999,0,105,6,479,0,96,0,138,0,6,6,36,0,12,0,8,0,66,0,8,0,51,7,28,0,0,0,0,0,6,0,25
"G2100210","1990","KY",,,,,,,,,,,"99","Boyle","021",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000470405","0000002826","Boyle County","A","+37618893","-084866034","06",29,5638,314,2750,5,4743,363,4387,0,406,71,514,0,376,72,370,0,0,2,0,0,0,12,5,0,6,0,15,0,18,0,7,0,0,0,0,0,6,0,0
"G2100230","1990","KY",,,,,,,,,,,"99","Bracken","023",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000526380","0000014696","Bracken County","A","+38693175","-084082706","06",4,1784,126,929,0,1290,93,1737,0,7,0,3,0,2,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2100250","1990","KY",,,,,,,,,,,"99","Breathitt","025",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001282637","0000000245","Breathitt County","A","+37519432","-083321826","06",16,2594,523,2496,0,1803,255,4032,0,8,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0
"G2100270","1990","KY",,,,,,,,,,,"99","Breckinridge","027",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001482583","0000033979","Breckinridge County","A","+37772639","-086431147","06",23,3657,416,1877,0,2369,239,3503,0,104,12,66,0,91,21,76,0,5,0,6,0,1,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"G2100290","1990","KY",,,,,,,,,,,"99","Bullitt","029",,,"6","4520",,,,"9999","3","Kentucky","21",,,,,"0000774745","0000002800","Bullitt County","A","+37970554","-085695106","06",86,12783,742,3597,0,9717,765,7300,0,61,6,40,0,63,0,30,0,23,23,9,0,21,9,7,0,37,0,0,0,31,0,21,0,7,0,2,0,0,0,6
"G2100310","1990","KY",,,,,,,,,,,"99","Butler","031",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001108763","0000008918","Butler County","A","+37209152","-086681058","06",3,2673,152,1291,0,1865,152,2371,0,4,0,14,0,0,0,12,0,0,0,7,0,0,0,5,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0
"G2100330","1990","KY",,,,,,,,,,,"99","Caldwell","033",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000898742","0000003100","Caldwell County","A","+37148436","-087870766","06",0,2799,283,1510,0,2238,238,2746,0,122,21,105,0,139,33,167,0,5,0,16,0,0,0,24,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"G2100350","1990","KY",,,,,,,,,,,"99","Calloway","035",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001000460","0000063538","Calloway County","A","+36620863","-088273921","06",12,7083,529,3932,0,6179,515,6212,9,162,28,185,0,220,25,182,0,8,15,0,0,6,5,0,0,19,0,33,0,29,0,27,0,0,0,8,0,0,0,0
"G2100370","1990","KY",,,,,,,,,,,"21","Campbell","037",,,"6","1642",,,,"1640","3","Kentucky","21",,,,,"0000392554","0000020397","Campbell County","A","+38945471","-084379405","06",23,20913,1193,7147,0,18255,897,14125,0,180,27,100,0,154,16,113,0,16,0,20,0,25,10,38,4,73,0,10,0,50,10,33,5,27,4,8,6,0,0,0
"G2100390","1990","KY",,,,,,,,,,,"99","Carlisle","039",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000498569","0000016924","Carlisle County","A","+36853875","-088977492","06",0,1263,101,578,0,942,74,1155,0,2,0,6,0,2,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
