GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G1701930","2000","US","2","3","Illinois","17","White","193",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1281708431","17680413","White County","A","+38104078","-088180096","06",,,3643,215,3051,179,8,0,3,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,11
"G1701950","2000","US","2","3","Illinois","17","Whiteside","195",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1773546391","31707117","Whiteside County","A","+41778260","-089867831","06",,,14090,784,12533,444,57,38,76,28,65,6,69,0,28,1,29,11,0,0,0,0,588,97,517,30,152,5,139,17
"G1701970","2000","US","2","3","Illinois","17","Will","197",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"2167666114","32234514","Will County","A","+41527431","-088029840","06",,,115442,4381,93662,3416,9781,1232,11369,1123,324,15,186,6,2877,109,2370,104,41,8,41,8,4595,485,2644,230,1747,102,1352,99
"G1701990","2000","US","2","3","Illinois","17","Williamson","199",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1096636941","54291615","Williamson County","A","+37749230","-088972314","06",,,13760,1077,12574,710,273,71,216,48,37,7,31,14,33,0,57,0,0,0,0,0,26,8,94,1,60,6,105,20
"G1702010","2000","US","2","3","Illinois","17","Winnebago","201",,,,,"0",,,,,,,,,,,,,"6880","99","N","9999","9999","9",,,,,,,,,"1330572400","14340767","Winnebago County","A","+42311119","-089081630","06",,,61817,3503,54555,2096,4755,985,5937,951,226,0,171,18,1029,56,940,77,31,0,41,0,2214,193,1336,204,1031,153,869,125
"G1702030","2000","US","2","3","Illinois","17","Woodford","203",,,,,"0",,,,,,,,,,,,,"6120","99","N","9999","9999","9",,,,,,,,,"1367384872","38317003","Woodford County","A","+40783629","-089225144","06",,,9626,311,7846,172,4,0,13,0,2,0,2,4,38,0,29,0,0,0,0,0,33,0,13,0,38,0,37,0
"G1800010","2000","US","2","3","Indiana","18","Adams","001",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"878938129","1485488","Adams County","A","+40744555","-084940506","06",,,8773,247,6811,215,3,1,0,0,6,0,0,0,24,0,15,2,0,0,0,0,106,11,99,7,59,0,66,0
"G1800030","2000","US","2","3","Indiana","18","Allen","003",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"1702268870","7388974","Allen County","A","+41090284","-085100068","06",,,77890,2784,66413,2631,6812,1112,7671,1013,375,37,190,0,1232,74,1015,92,66,0,12,0,2174,188,1200,187,1205,90,948,29
"G1800050","2000","US","2","3","Indiana","18","Bartholomew","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1053706192","6527955","Bartholomew County","A","+39211509","-085892211","06",,,18469,712,15307,581,401,4,246,3,30,0,87,0,415,0,145,15,13,0,14,0,286,27,142,19,104,0,85,3
"G1800070","2000","US","2","3","Indiana","18","Benton","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1052338649","236014","Benton County","A","+40579571","-087314706","06",,,2456,77,2035,61,10,0,2,0,8,0,0,0,0,0,0,0,0,0,3,0,25,10,32,3,22,3,62,5
"G1800090","2000","US","2","3","Indiana","18","Blackford","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"427600367","790354","Blackford County","A","+40462132","-085340883","06",,,3634,179,3000,124,0,0,1,0,10,0,12,7,0,0,10,0,0,0,0,0,13,0,2,0,21,0,43,0
"G1800110","2000","US","2","3","Indiana","18","Boone","011",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1095183694","1097913","Boone County","A","+40032080","-086450455","06",,,12284,353,10356,347,9,0,11,0,18,0,0,0,64,0,46,10,11,0,0,0,13,0,30,0,86,0,131,11
"G1800130","2000","US","2","3","Indiana","18","Brown","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"808760520","11286879","Brown County","A","+39228538","-086218138","06",,,3884,183,3344,99,35,0,14,0,2,0,27,0,7,0,6,0,0,0,0,0,18,0,32,0,29,0,47,0
"G1800150","2000","US","2","3","Indiana","18","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"964143712","7243387","Carroll County","A","+40580759","-086584006","06",,,5358,251,4522,143,9,0,12,0,18,0,12,0,6,0,0,0,0,0,0,0,104,0,28,0,16,13,2,0
"G1800170","2000","US","2","3","Indiana","18","Cass","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1069323600","5323314","Cass County","A","+40746875","-086345234","06",,,10000,432,8587,327,68,0,39,14,16,13,43,0,58,0,43,0,5,5,6,0,365,12,98,3,126,0,48,0
"G1800190","2000","US","2","3","Indiana","18","Clark","019",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"971345543","3008476","Clark County","A","+38386482","-085727465","06",,,23407,966,21779,938,1377,171,1261,179,163,18,50,0,108,6,107,0,0,0,0,0,322,9,116,13,386,12,251,35
"G1800210","2000","US","2","3","Indiana","18","Clay","021",,,,,"0",,,,,,,,,,,,,"8320","99","N","9999","9999","9",,,,,,,,,"926223832","7189285","Clay County","A","+39439101","-087119952","06",,,6429,387,5524,272,4,0,16,0,39,0,0,0,7,0,0,0,7,0,0,0,17,0,7,0,27,0,35,0
"G1800230","2000","US","2","3","Indiana","18","Clinton","023",,,,,"0",,,,,,,,,,,,,"3920","99","N","9999","9999","9",,,,,,,,,"1049193310","468720","Clinton County","A","+40288872","-086496578","06",,,7946,357,6644,366,22,0,11,0,0,0,8,0,2,0,7,0,0,0,0,0,425,74,205,72,51,12,38,0
"G1800250","2000","US","2","3","Indiana","18","Crawford","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"791710530","8204002","Crawford County","A","+38306130","-086437222","06",,,2532,130,2107,127,0,0,0,0,10,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,0
"G1800270","2000","US","2","3","Indiana","18","Daviess","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1115399472","16053700","Daviess County","A","+38698934","-087106867","06",,,7413,267,5585,302,28,6,5,0,9,14,19,0,27,0,31,0,0,0,6,0,136,8,21,0,16,3,9,0
"G1800290","2000","US","2","3","Indiana","18","Dearborn","029",,,,,"0",,,,,,,,,,,,,"1642","21","N","1640","9999","9",,,,,,,,,"790496144","4759793","Dearborn County","A","+39135699","-084943303","06",,,12207,370,10418,416,105,0,67,0,9,0,14,0,29,0,33,0,0,0,0,0,40,0,16,0,81,0,64,0
"G1800310","2000","US","2","3","Indiana","18","Decatur","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"965039242","2107040","Decatur County","A","+39317235","-085501652","06",,,6601,245,5747,242,7,0,0,0,10,0,0,0,99,8,38,0,0,0,0,0,21,0,14,0,23,0,32,0
"G1800330","2000","US","2","3","Indiana","18","DeKalb","033",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"939849684","2501129","DeKalb County","A","+41388868","-085017127","06",,,11215,479,9096,409,16,0,18,0,12,0,19,8,13,0,58,0,0,0,6,0,40,5,53,12,41,0,41,0
"G1800350","2000","US","2","3","Indiana","18","Delaware","035",,,,,"0",,,,,,,,,,,,,"5280","99","N","9999","9999","9",,,,,,,,,"1018621049","6819770","Delaware County","A","+40211893","-085396077","06",,,26846,2165,24950,1417,1399,240,1472,277,74,19,46,7,147,34,226,11,0,0,9,0,83,38,74,13,278,15,169,45
"G1800370","2000","US","2","3","Indiana","18","Dubois","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1113917236","13317894","Dubois County","A","+38350091","-086900551","06",,,11257,221,9227,312,15,0,0,0,9,0,9,0,2,0,22,0,0,0,0,0,175,2,69,3,48,0,52,0
"G1800390","2000","US","2","3","Indiana","18","Elkhart","039",,,,,"0",,,,,,,,,,,,,"2330","99","N","9999","9999","9",,,,,,,,,"1201271553","10448707","Elkhart County","A","+41626089","-085899404","06",,,44961,1178,37356,1213,1818,246,1931,321,192,0,134,6,498,0,309,19,13,0,1,0,3327,259,1438,122,612,34,484,39
"G1800410","2000","US","2","3","Indiana","18","Fayette","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"556750300","413786","Fayette County","A","+39644201","-085157456","06",,,6202,393,5307,356,59,23,58,5,5,0,8,0,11,0,19,0,0,0,0,0,15,0,8,0,0,15,44,10
"G1800430","2000","US","2","3","Indiana","18","Floyd","043",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"383314416","809536","Floyd County","A","+38316931","-085863288","06",,,17920,675,15995,663,642,35,736,35,28,7,34,0,135,0,62,24,6,0,9,0,36,0,30,0,131,12,135,17
"G1800450","2000","US","2","3","Indiana","18","Fountain","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1024835884","5766410","Fountain County","A","+40139160","-087257568","06",,,4453,250,3664,163,0,0,4,0,11,0,9,0,11,0,13,0,0,0,0,0,18,4,0,0,6,0,8,0
"G1800470","2000","US","2","3","Indiana","18","Franklin","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"999742432","13812540","Franklin County","A","+39416701","-085069631","06",,,5889,257,4692,186,0,0,0,0,0,0,13,0,12,0,19,0,9,0,0,0,7,0,4,0,18,6,9,0
"G1800490","2000","US","2","3","Indiana","18","Fulton","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"954430483","7424213","Fulton County","A","+41057846","-086241036","06",,,5232,186,4413,275,22,5,21,0,25,7,2,5,9,0,7,0,0,0,0,0,118,3,74,0,57,10,86,6
"G1800510","2000","US","2","3","Indiana","18","Gibson","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1265945055","26592852","Gibson County","A","+38317700","-087558364","06",,,8389,469,7089,303,130,10,72,41,4,0,4,4,35,0,23,0,19,0,0,0,26,0,15,0,7,0,13,0
"G1800530","2000","US","2","3","Indiana","18","Grant","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1072329368","2087962","Grant County","A","+40520940","-085648911","06",,,15769,1060,14548,1063,962,129,940,164,116,10,44,5,137,14,63,60,5,0,2,17,117,0,142,59,154,12,120,22
"G1800550","2000","US","2","3","Indiana","18","Greene","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1403069250","10822532","Greene County","A","+39051476","-087037411","06",,,8165,436,6878,430,0,4,0,0,40,0,33,0,5,0,8,0,0,0,0,0,24,6,0,0,34,0,32,0
"G1800570","2000","US","2","3","Indiana","18","Hamilton","057",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1030659443","12400138","Hamilton County","A","+40031229","-086065824","06",,,49699,1058,41010,1124,681,20,563,15,173,0,91,0,1091,20,1044,24,0,0,15,0,302,0,281,0,434,14,310,20
"G1800590","2000","US","2","3","Indiana","18","Hancock","059",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"792860060","1573047","Hancock County","A","+39820991","-085790803","06",,,15239,437,13203,442,7,0,0,0,37,0,28,0,62,0,41,0,0,0,5,0,29,0,25,0,126,12,79,9
"G1800610","2000","US","2","3","Indiana","18","Harrison","061",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"1256707048","4298352","Harrison County","A","+38213797","-086107584","06",,,9449,394,7926,326,14,0,18,0,37,5,32,3,27,0,28,0,2,0,3,0,8,3,11,0,38,0,7,0
"G1800630","2000","US","2","3","Indiana","18","Hendricks","063",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1057734962","1249174","Hendricks County","A","+39769192","-086452581","06",,,28527,601,24390,523,122,0,55,6,86,0,45,0,146,0,232,0,2,0,27,0,70,0,46,0,315,5,286,6
"G1800650","2000","US","2","3","Indiana","18","Henry","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1017676405","5101891","Henry County","A","+39923532","-085405985","06",,,11873,562,9974,556,75,11,49,0,20,5,2,0,13,0,16,0,0,0,0,0,35,1,9,0,16,0,53,0
"G1800670","2000","US","2","3","Indiana","18","Howard","067",,,,,"0",,,,,,,,,,,,,"3850","99","N","9999","9999","9",,,,,,,,,"759039097","2229896","Howard County","A","+40475438","-086126407","06",,,19500,945,16719,734,1132,107,1002,159,100,0,39,0,213,15,104,0,10,0,16,0,180,27,55,0,200,20,151,0
"G1800690","2000","US","2","3","Indiana","18","Huntington","069",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"990911815","13853095","Huntington County","A","+40836839","-085477295","06",,,10440,407,8873,340,22,0,11,6,31,0,51,0,16,0,24,0,0,0,0,0,30,2,57,12,60,7,73,9
"G1800710","2000","US","2","3","Indiana","18","Jackson","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1319119215","11495954","Jackson County","A","+38917112","-085979889","06",,,10737,349,8760,301,101,0,77,0,37,0,5,0,98,7,44,0,0,0,0,0,304,32,79,10,98,5,45,0
"G1800730","2000","US","2","3","Indiana","18","Jasper","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1450045348","3514142","Jasper County","A","+41022050","-087133815","06",,,7782,419,5843,441,16,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,74,17,58,0,62,7,48,0
"G1800750","2000","US","2","3","Indiana","18","Jay","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"993614553","465184","Jay County","A","+40425659","-085030582","06",,,5530,242,4657,217,8,0,12,0,8,0,0,0,24,0,7,0,0,0,7,0,85,3,22,0,26,0,33,0
"G1800770","2000","US","2","3","Indiana","18","Jefferson","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"935931397","4081365","Jefferson County","A","+38766912","-085436056","06",,,7789,480,7071,386,98,7,68,0,25,0,22,0,24,13,32,0,0,0,12,0,13,11,22,0,105,19,46,0
"G1800790","2000","US","2","3","Indiana","18","Jennings","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"977006491","2919492","Jennings County","A","+39000810","-085626827","06",,,6889,549,6012,457,60,13,39,5,42,0,0,0,13,0,30,0,0,0,0,0,31,8,15,7,71,0,42,0
"G1800810","2000","US","2","3","Indiana","18","Johnson","081",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"829297013","3531854","Johnson County","A","+39513686","-086100823","06",,,31658,841,26924,1134,268,24,111,20,42,0,65,0,225,0,258,22,11,0,0,0,196,14,36,17,117,0,136,18
"G1800830","2000","US","2","3","Indiana","18","Knox","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1336004527","21294379","Knox County","A","+38697416","-087418937","06",,,9305,1071,8480,514,129,70,88,32,18,2,6,0,27,13,61,0,0,0,0,0,32,20,25,0,35,0,50,14
"G1800850","2000","US","2","3","Indiana","18","Kosciusko","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1392125540","43602648","Kosciusko County","A","+41264505","-085833206","06",,,19663,626,15837,529,87,15,74,0,73,8,32,0,82,10,116,0,15,0,0,0,660,56,355,27,259,12,134,13
"G1800870","2000","US","2","3","Indiana","18","Lagrange","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"983064819","18525491","LaGrange County","A","+41645075","-085428214","06",,,9015,179,6297,206,20,9,13,0,18,0,24,0,57,3,47,0,0,0,0,0,298,7,99,0,61,0,17,0
"G1800890","2000","US","2","3","Indiana","18","Lake","089",,,,,"0",,,,,,,,,,,,,"1602","14","N","2960","9999","9",,,,,,,,,"1287184722","335035775","Lake County","A","+41529603","-087395253","06",,,84906,4523,70499,3559,18890,3890,24359,3866,256,7,305,28,1009,55,917,18,48,0,64,0,5181,508,3846,466,1624,239,1500,147
"G1800910","2000","US","2","3","Indiana","18","LaPorte","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1549429105","38336917","LaPorte County","A","+41599217","-086779261","06",,,25263,929,20968,923,1588,190,1828,188,68,3,45,0,44,0,130,0,0,2,7,0,330,0,116,28,287,21,423,27
"G1800930","2000","US","2","3","Indiana","18","Lawrence","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1162466015","8390544","Lawrence County","A","+38840482","-086485148","06",,,11225,806,9936,478,85,0,31,10,14,0,12,0,33,0,34,3,2,0,0,0,21,7,32,0,113,0,128,0
"G1800950","2000","US","2","3","Indiana","18","Madison","095",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1171010928","2022316","Madison County","A","+40145940","-085719201","06",,,29216,1668,26469,1350,1689,246,1656,308,115,14,56,0,116,0,79,14,0,0,15,9,222,36,67,0,202,4,305,4
"G1800970","2000","US","2","3","Indiana","18","Marion","097",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1026279857","17585955","Marion County","C","+39792792","-086141810","06",,,171259,6894,153619,6488,38369,4727,46995,4968,715,95,607,78,3363,67,2909,65,151,0,18,0,6029,367,2536,293,3163,318,2569,209
"G1800990","2000","US","2","3","Indiana","18","Marshall","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1150665571","14633440","Marshall County","A","+41331349","-086268543","06",,,11745,438,9374,446,14,3,18,7,33,7,24,0,39,0,30,0,5,0,0,0,419,29,195,38,82,0,109,0
"G1801010","2000","US","2","3","Indiana","18","Martin","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"870588814","11373992","Martin County","A","+38724504","-086833305","06",,,2706,167,2046,123,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,19,0,5,5
"G1801030","2000","US","2","3","Indiana","18","Miami","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"972849489","4512147","Miami County","A","+40753246","-086053583","06",,,8624,323,7306,248,119,0,88,24,72,0,76,10,12,0,39,0,0,0,0,0,63,0,39,0,63,13,116,13
"G1801050","2000","US","2","3","Indiana","18","Monroe","105",,,,,"0",,,,,,,,,,,,,"1020","99","N","9999","9999","9",,,,,,,,,"1021351780","43955450","Monroe County","A","+39161997","-086540369","06",,,29633,1419,27923,967,851,37,955,44,68,8,74,0,745,65,649,29,10,0,4,0,132,0,195,12,334,50,415,52
"G1801070","2000","US","2","3","Indiana","18","Montgomery","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1306678230","2140304","Montgomery County","A","+40032010","-086887139","06",,,9895,339,8009,361,89,0,61,2,9,0,14,0,28,0,9,0,0,0,0,0,226,24,69,8,50,11,31,7
"G1801090","2000","US","2","3","Indiana","18","Morgan","109",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1052753734","7552456","Morgan County","A","+39499253","-086412857","06",,,18522,553,14676,458,9,0,12,0,52,7,34,0,27,0,88,0,0,0,0,0,33,0,29,7,177,0,105,2
"G1801110","2000","US","2","3","Indiana","18","Newton","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1040783341","4363716","Newton County","A","+40951375","-087402193","06",,,3861,162,2925,140,4,0,4,0,37,0,0,9,5,0,7,0,14,9,0,0,40,3,9,0,22,0,8,0
"G1801130","2000","US","2","3","Indiana","18","Noble","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1064775038","16831334","Noble County","A","+41408138","-085413889","06",,,12023,360,9866,352,33,4,18,0,0,0,9,0,69,2,40,4,0,0,0,0,602,40,254,0,68,8,39,8
"G1801150","2000","US","2","3","Indiana","18","Ohio","115",,,,,"0",,,,,,,,,,,,,"1642","21","N","1640","9999","9",,,,,,,,,"224612911","1934679","Ohio County","A","+38948067","-084940039","06",,,1549,61,1245,74,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0
"G1801170","2000","US","2","3","Indiana","18","Orange","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1034754978","22482801","Orange County","A","+38561967","-086517884","06",,,4573,224,4069,230,12,0,8,0,29,10,14,5,0,0,0,0,0,0,0,0,31,0,4,0,18,5,6,0
"G1801190","2000","US","2","3","Indiana","18","Owen","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"997606598","6872342","Owen County","A","+39307950","-086818225","06",,,5666,236,4542,242,8,0,0,9,15,0,24,0,6,0,3,0,2,0,9,0,8,4,5,0,24,0,42,0
"G1801210","2000","US","2","3","Indiana","18","Parke","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1151958364","13782456","Parke County","A","+39763805","-087219238","06",,,4093,165,3233,149,16,0,0,0,16,0,9,0,0,0,12,0,0,0,0,0,0,0,2,0,34,0,17,0
"G1801230","2000","US","2","3","Indiana","18","Perry","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"987805969","12812953","Perry County","A","+38012306","-086695887","06",,,4666,191,4041,254,0,2,13,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,10,0,7,0
"G1801250","2000","US","2","3","Indiana","18","Pike","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"870692004","12708620","Pike County","A","+38411987","-087237138","06",,,3235,221,2622,115,2,0,0,0,1,0,4,0,7,0,11,0,0,0,0,0,20,0,0,0,14,0,2,0
"G1801270","2000","US","2","3","Indiana","18","Porter","127",,,,,"0",,,,,,,,,,,,,"1602","14","N","2960","9999","9",,,,,,,,,"1082900386","268065565","Porter County","A","+41523510","-087086655","06",,,39058,1575,31294,1318,450,20,455,5,113,0,27,6,279,34,199,34,0,0,7,0,506,3,479,31,570,26,386,19
"G1801290","2000","US","2","3","Indiana","18","Posey","129",,,,,"0",,,,,,,,,,,,,"2440","99","N","9999","9999","9",,,,,,,,,"1058010756","28353431","Posey County","A","+38025891","-087848770","06",,,7119,318,5825,205,36,5,67,10,11,5,20,4,0,0,3,0,0,0,0,0,18,0,0,0,30,16,20,0
"G1801310","2000","US","2","3","Indiana","18","Pulaski","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1123214862","2317449","Pulaski County","A","+41045238","-086690363","06",,,3450,97,2638,186,43,0,43,0,12,0,0,0,0,0,6,0,0,0,0,0,14,0,8,0,21,0,14,0
"G1801330","2000","US","2","3","Indiana","18","Putnam","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1244000427","5887092","Putnam County","A","+39660304","-086840246","06",,,8777,392,7150,354,58,9,55,11,8,0,0,0,32,20,19,20,0,0,0,0,16,9,6,0,41,0,21,0
"G1801350","2000","US","2","3","Indiana","18","Randolph","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1172831907","1016609","Randolph County","A","+40164503","-085004604","06",,,6817,369,5640,353,13,0,2,0,10,3,2,0,6,0,4,0,0,0,0,0,42,8,20,0,43,0,25,2
"G1801370","2000","US","2","3","Indiana","18","Ripley","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1156068539","4024275","Ripley County","A","+39150121","-085241433","06",,,6933,250,5730,179,0,0,0,0,40,0,7,0,8,0,21,0,0,0,0,0,40,1,8,8,17,0,33,1
"G1801390","2000","US","2","3","Indiana","18","Rush","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1057447250","874562","Rush County","A","+39621652","-085475672","06",,,4776,158,3781,170,41,0,32,5,14,0,20,0,13,0,0,0,0,0,0,0,4,0,16,0,42,3,51,1
"G1801410","2000","US","2","3","Indiana","18","St Joseph","141",,,,,"0",,,,,,,,,,,,,"7800","99","N","9999","9999","9",,,,,,,,,"1184506795","9404250","St. Joseph County","A","+41664783","-086241933","06",,,58735,2691,51029,2536,5115,843,6356,910,253,5,166,7,902,61,787,70,22,0,23,22,1648,66,825,190,867,65,835,83
"G1801430","2000","US","2","3","Indiana","18","Scott","143",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"493102309","6067249","Scott County","A","+38695829","-085765904","06",,,5608,299,4881,164,2,0,0,10,17,0,11,17,7,6,0,0,0,0,0,0,14,0,5,0,34,0,11,0
