GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSQ001,GSQ002,GSQ003,GSQ004,GSQ005,GSQ006,GSQ007,GSQ008,GSQ009,GSQ010,GSQ011,GSQ012,GSQ013,GSQ014,GSQ015,GSQ016,GSQ017,GSQ018,GSQ019,GSQ020,GSQ021,GSQ022,GSQ023,GSQ024,GSQ025,GSQ026,GSQ027,GSQ028,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G1701110","2000","US","2","3","Illinois","17","McHenry","111",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"1563078834","19746035","McHenry County","A","+42296401","-088353772","06",,,73598,14742,59290,31571,437,78,263,77,97,34,122,50,954,195,861,534,13,0,0,0,2204,527,1266,878,678,245,420,276,70792,2732,57658,1628,402,35,240,23,81,16,85,37,939,15,804,57,13,0,0,0,2115,89,1124,142,630,48,386,34
"G1701130","2000","US","2","3","Illinois","17","McLean","113",,,,,"0",,,,,,,,,,,,,"1040","99","N","9999","9999","9",,,,,,,,,"3065321876","7143544","McLean County","A","+40495251","-088883582","06",,,39779,11171,37534,19033,2441,543,2620,803,102,20,77,63,1027,279,781,491,73,0,68,0,437,33,291,176,440,103,395,116,37499,2242,35550,1959,2068,365,2305,315,102,0,74,3,989,38,712,69,8,65,0,68,409,28,283,8,422,18,338,57
"G1701150","2000","US","2","3","Illinois","17","Macon","115",,,,,"0",,,,,,,,,,,,,"2040","99","N","9999","9999","9",,,,,,,,,"1503546813","12575217","Macon County","A","+39853136","-088953227","06",,,26213,10428,23287,17332,2759,1928,3370,2689,21,11,38,31,203,66,163,126,31,0,13,1,75,17,42,45,243,47,250,196,24513,1626,21960,1326,2335,424,2896,474,18,3,30,8,181,22,149,14,14,17,0,13,49,26,35,7,194,49,210,40
"G1701170","2000","US","2","3","Illinois","17","Macoupin","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2236646294","10458238","Macoupin County","A","+39231191","-089877556","06",,,12744,5418,10852,8873,55,49,48,91,21,13,16,10,36,5,14,54,0,3,0,2,34,0,19,9,43,36,49,30,12053,668,10332,516,37,18,46,2,18,3,12,4,31,5,9,5,0,0,0,0,34,0,19,0,39,4,42,7
"G1701190","2000","US","2","3","Illinois","17","Madison","119",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1877788394","39709004","Madison County","A","+38812515","-090018837","06",,,63072,24598,56935,40245,3370,1985,4334,2837,245,47,254,84,316,111,354,181,31,18,18,0,402,108,188,132,730,244,560,530,59730,3070,54413,2453,2745,593,3737,578,234,7,241,13,307,9,338,16,31,0,18,0,377,25,173,15,624,98,500,60
"G1701210","2000","US","2","3","Illinois","17","Marion","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1482156493","8912592","Marion County","A","+38614865","-088993656","06",,,10089,4381,9323,6898,255,227,288,328,22,16,22,3,67,3,71,3,1,0,9,0,20,1,9,7,75,21,50,42,9418,664,8711,612,180,64,236,52,22,0,22,0,61,6,71,0,1,0,9,0,20,0,9,0,63,12,50,0
"G1701230","2000","US","2","3","Illinois","17","Marshall","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"999896316","32253288","Marshall County","A","+41048508","-089295467","06",,,3717,1336,3051,2261,12,6,9,0,2,0,1,5,0,6,9,12,0,0,0,0,10,0,5,2,10,6,11,10,3562,141,2939,112,12,0,9,0,2,0,1,0,0,0,9,0,0,0,0,0,10,0,5,0,8,2,11,0
"G1701250","2000","US","2","3","Illinois","17","Mason","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1395854617","63263298","Mason County","A","+40260702","-089913299","06",,,4149,1873,3333,3102,5,14,3,3,6,6,20,1,5,0,9,11,0,0,0,0,11,0,0,0,27,22,4,17,3847,280,3157,176,5,0,3,0,6,0,20,0,5,0,2,7,0,0,0,0,11,0,0,0,27,0,4,0
"G1701270","2000","US","2","3","Illinois","17","Massac","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"619145951","7935615","Massac County","A","+37203007","-088742654","06",,,3543,1756,3120,2870,187,124,186,137,4,0,6,2,13,3,21,0,0,0,0,0,12,0,16,7,19,25,22,22,3329,214,2961,159,168,19,186,0,4,0,6,0,13,0,21,0,0,0,0,0,12,0,3,13,11,8,16,6
"G1701290","2000","US","2","3","Illinois","17","Menard","129",,,,,"0",,,,,,,,,,,,,"7880","99","N","9999","9999","9",,,,,,,,,"813896761","2916227","Menard County","A","+40032792","-089811751","06",,,3521,998,3172,1742,10,30,0,5,4,3,5,9,7,0,5,2,0,0,0,0,10,0,0,3,17,7,20,18,3327,172,3083,88,10,0,0,0,2,2,5,0,7,0,5,0,0,0,0,0,10,0,0,0,17,0,20,0
"G1701310","2000","US","2","3","Illinois","17","Mercer","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1453046630","20355646","Mercer County","A","+41201226","-090730320","06",,,4523,1861,3942,2872,5,45,3,0,0,3,5,1,2,0,20,9,0,0,0,0,3,0,4,1,17,1,10,17,4194,327,3774,168,3,2,3,0,0,0,5,0,2,0,20,0,0,0,0,0,3,0,2,2,17,0,8,2
"G1701330","2000","US","2","3","Illinois","17","Monroe","133",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1005671538","24392101","Monroe County","A","+38329154","-090175233","06",,,7863,2349,6903,3948,3,0,0,0,12,0,18,7,19,6,24,8,0,0,0,0,6,0,1,0,21,21,28,10,7650,213,6744,159,3,0,0,0,12,0,18,0,19,0,24,0,0,0,0,0,6,0,1,0,21,0,28,0
"G1701350","2000","US","2","3","Illinois","17","Montgomery","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1822821203","15424970","Montgomery County","A","+39207454","-089500917","06",,,7073,4221,6489,5223,29,1029,8,7,15,22,7,2,17,0,26,7,6,0,0,0,12,22,11,24,24,0,19,11,6613,447,6194,292,12,12,8,0,10,5,7,0,17,0,24,2,6,0,0,0,6,6,11,0,24,0,19,0
"G1701370","2000","US","2","3","Illinois","17","Morgan","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1473074698","9083856","Morgan County","A","+39712954","-090215325","06",,,9122,3864,8580,5727,341,803,240,188,36,0,14,25,29,2,47,17,5,0,0,6,26,155,21,14,43,19,67,27,8540,562,8165,413,268,73,193,47,29,7,14,0,29,0,47,0,5,0,0,0,26,0,9,12,43,0,57,10
"G1701390","2000","US","2","3","Illinois","17","Moultrie","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"869190483","22979514","Moultrie County","A","+39635412","-088626340","06",,,3890,1264,3220,2604,8,5,0,7,10,7,0,8,2,0,10,1,0,0,0,0,3,0,9,0,20,4,9,5,3726,150,3132,88,8,0,0,0,8,2,0,0,2,0,10,0,0,0,0,0,3,0,9,0,20,0,9,0
"G1701410","2000","US","2","3","Illinois","17","Ogle","141",,,,,"0",,,,,,,,,,,,,"6880","99","N","9999","9999","9",,,,,,,,,"1965368722","11485500","Ogle County","A","+42025711","-089308985","06",,,13613,4654,11392,7574,29,30,13,15,98,5,28,32,47,15,47,17,0,0,0,0,386,74,146,164,133,14,92,76,12942,663,10914,475,26,3,13,0,90,8,28,0,47,0,47,0,0,0,0,0,354,32,135,11,129,4,87,5
"G1701430","2000","US","2","3","Illinois","17","Peoria","143",,,,,"0",,,,,,,,,,,,,"6120","99","N","9999","9999","9",,,,,,,,,"1604555696","29430618","Peoria County","A","+40752492","-089665063","06",,,39761,15960,36000,26319,4974,3518,6261,4032,62,26,60,78,1094,190,658,556,0,6,25,4,510,142,316,221,554,204,454,390,37770,1843,34650,1315,4028,933,5383,867,54,8,52,8,1086,8,619,39,0,0,25,0,444,66,281,33,459,90,407,47
"G1701450","2000","US","2","3","Illinois","17","Perry","145",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1142083828","15153833","Perry County","A","+38054426","-089349016","06",,,5020,3073,4616,3807,142,1434,71,60,23,2,5,10,18,20,15,10,8,9,8,0,18,192,9,9,20,7,26,46,4649,367,4241,375,96,46,68,3,23,0,2,3,18,0,13,2,8,0,8,0,18,0,9,0,20,0,24,2
"G1701470","2000","US","2","3","Illinois","17","Piatt","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1139651250","808703","Piatt County","A","+39997207","-088577414","06",,,4640,1401,4029,2523,2,2,2,11,0,0,12,1,13,2,16,13,0,0,0,0,0,0,0,1,27,11,27,10,4476,156,3927,102,2,0,2,0,0,0,12,0,13,0,16,0,0,0,0,0,0,0,0,0,27,0,27,0
"G1701490","2000","US","2","3","Illinois","17","Pike","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2150464165","48107632","Pike County","A","+39629292","-090886468","06",,,4402,1986,3759,3165,7,234,0,0,5,3,3,1,9,17,10,11,0,0,0,0,1,0,0,2,15,7,21,17,4080,320,3573,186,7,0,0,0,4,1,3,0,7,2,10,0,0,0,0,0,1,0,0,0,15,0,18,3
"G1701510","2000","US","2","3","Illinois","17","Pope","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"960531785","9776097","Pope County","A","+37411400","-088573261","06",,,1097,544,890,826,78,70,7,18,2,0,2,10,0,0,0,0,0,0,0,0,0,0,14,2,11,9,21,8,979,118,830,60,19,59,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,21,0
"G1701530","2000","US","2","3","Illinois","17","Pulaski","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"520032959","6598181","Pulaski County","A","+37197155","-089132572","06",,,1197,711,1071,918,405,243,422,448,1,0,0,8,8,61,8,0,0,0,0,0,6,3,0,0,13,6,21,5,1093,104,978,93,353,52,371,51,1,0,0,0,8,0,8,0,0,0,0,0,4,2,0,0,13,0,19,2
"G1701550","2000","US","2","3","Illinois","17","Putnam","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"413868679","32235199","Putnam County","A","+41226096","-089274381","06",,,1603,650,1337,1061,5,5,5,5,2,3,1,2,0,0,3,0,0,0,0,0,21,0,11,3,9,4,5,4,1535,67,1263,74,5,0,5,0,2,0,1,0,0,0,3,0,0,0,0,0,21,0,8,3,7,2,5,0
"G1701570","2000","US","2","3","Illinois","17","Randolph","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1498090643","48799890","Randolph County","A","+38079211","-089796877","06",,,7611,4349,6661,5316,245,2312,240,127,0,11,6,2,15,8,13,26,0,37,6,0,8,188,6,0,26,40,18,33,7211,398,6309,352,187,48,210,30,0,0,6,0,9,0,7,6,0,0,6,0,8,0,6,0,16,10,18,0
"G1701590","2000","US","2","3","Illinois","17","Richland","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"932763611","4838953","Richland County","A","+38722200","-088094535","06",,,4144,1765,3619,2966,2,11,0,0,0,1,0,2,14,0,22,3,0,0,0,0,11,24,0,8,13,7,28,20,3820,318,3364,255,2,0,0,0,0,0,0,0,14,0,22,0,0,0,0,0,11,0,0,0,13,0,24,4
"G1701610","2000","US","2","3","Illinois","17","Rock Island","161",,,,,"0",,,,,,,,,,,,,"1960","99","N","9999","9999","9",,,,,,,,,"1105280677","63208511","Rock Island County","A","+41491433","-090507532","06",,,34669,14446,32493,22073,1915,1891,2447,1259,189,45,134,49,439,57,308,329,17,0,0,0,1596,613,1061,681,548,153,483,314,32486,2133,30778,1705,1613,302,2173,274,156,33,117,17,424,15,279,29,17,0,0,0,1481,115,994,67,493,50,435,48
"G1701630","2000","US","2","3","Illinois","17","St Clair","163",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1719253745","26278018","St. Clair County","A","+38532682","-090002067","06",,,48687,17100,42581,29194,12478,9390,15804,12319,190,45,182,99,514,80,698,574,11,10,21,47,472,334,323,198,696,237,682,364,43446,2305,40339,1523,9940,1936,13517,2025,183,0,174,8,407,8,664,16,11,0,21,0,377,48,283,35,581,62,562,54
"G1701650","2000","US","2","3","Illinois","17","Saline","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"992766969","9496536","Saline County","A","+37753831","-088540840","06",,,5789,3594,5333,5561,151,478,140,94,32,18,8,15,9,10,8,18,0,0,0,0,13,2,12,3,27,26,38,48,5259,521,4988,345,151,0,126,14,17,15,8,0,9,0,8,0,0,0,0,0,13,0,12,0,21,6,38,0
"G1701670","2000","US","2","3","Illinois","17","Sangamon","167",,,,,"0",,,,,,,,,,,,,"7880","99","N","9999","9999","9",,,,,,,,,"2248581464","22855343","Sangamon County","A","+39763854","-089646499","06",,,46981,14790,45098,25051,3498,1804,4005,2587,115,28,97,52,526,140,450,399,5,3,0,0,112,5,160,6,434,217,513,347,45051,1653,43729,1336,2814,661,3641,364,115,0,97,0,486,40,434,16,5,0,0,0,89,23,158,2,424,10,483,30
"G1701690","2000","US","2","3","Illinois","17","Schuyler","169",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1132637582","10545936","Schuyler County","A","+40143586","-090579100","06",,,2072,719,1749,1160,6,0,6,0,9,8,5,0,0,0,0,5,0,0,0,0,0,11,2,0,0,0,5,11,1915,148,1681,63,6,0,3,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5
"G1701710","2000","US","2","3","Illinois","17","Scott","171",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"649869187","4791467","Scott County","A","+39647927","-090478407","06",,,1494,546,1352,896,3,0,0,0,0,3,5,0,0,0,2,2,0,0,0,0,0,0,6,2,3,1,6,0,1418,74,1299,53,3,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,3,3,3,0,6,0
"G1701730","2000","US","2","3","Illinois","17","Shelby","173",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1964534133","24712654","Shelby County","A","+39385719","-088799105","06",,,6077,2559,4931,4129,1,0,8,5,6,4,3,11,26,0,19,13,2,0,0,0,10,0,5,0,13,16,15,13,5834,229,4762,169,1,0,2,6,6,0,3,0,26,0,19,0,2,0,0,0,10,0,5,0,13,0,15,0
"G1701750","2000","US","2","3","Illinois","17","Stark","175",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"745755535","714176","Stark County","A","+41097764","-089802300","06",,,1565,769,1266,1291,0,0,2,0,0,0,3,2,0,0,6,6,0,0,0,0,0,5,0,0,17,11,6,1,1445,110,1188,78,0,0,0,2,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,14,3,2,4
"G1701770","2000","US","2","3","Illinois","17","Stephenson","177",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1461230391","1388256","Stephenson County","A","+42340808","-089642608","06",,,12021,4529,10869,7331,777,412,847,488,41,28,43,10,19,18,78,5,0,0,0,0,91,14,107,28,124,55,111,57,11265,743,10414,443,580,197,724,123,41,0,43,0,19,0,78,0,0,0,0,0,81,10,107,0,96,28,88,23
"G1701790","2000","US","2","3","Illinois","17","Tazewell","179",,,,,"0",,,,,,,,,,,,,"6120","99","N","9999","9999","9",,,,,,,,,"1680540029","23393536","Tazewell County","A","+40557333","-089540657","06",,,34694,12705,29875,21104,103,786,48,144,65,34,111,34,104,90,145,119,0,0,0,0,103,18,84,40,188,107,160,77,33149,1471,28772,1096,96,7,48,0,61,4,105,6,104,0,143,2,0,0,0,0,99,4,76,8,176,12,155,5
"G1701810","2000","US","2","3","Illinois","17","Union","181",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1077851694","15454421","Union County","A","+37461737","-089248116","06",,,4389,2361,3801,3516,39,21,34,0,11,8,32,23,24,14,24,11,0,0,0,0,66,22,23,52,32,31,23,42,3764,620,3609,192,10,29,4,30,11,0,32,0,24,0,24,0,0,0,0,0,36,30,20,3,32,0,15,8
"G1701830","2000","US","2","3","Illinois","17","Vermilion","183",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2328606541","7915927","Vermilion County","A","+40156797","-087692434","06",,,18252,9031,16477,13393,1355,2250,1378,1213,38,22,21,15,132,51,125,69,0,0,9,12,276,242,173,133,242,90,227,106,17020,1224,15393,1080,1096,252,1104,274,38,0,19,2,132,0,120,5,0,0,9,0,257,19,132,41,201,41,214,13
"G1701850","2000","US","2","3","Illinois","17","Wabash","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"578786625","11115526","Wabash County","A","+38430342","-087816801","06",,,3629,1214,2931,2228,17,4,0,0,0,11,6,6,5,13,2,9,0,0,0,0,13,0,12,3,32,9,55,5,3346,283,2798,133,17,0,0,0,0,0,6,0,5,0,2,0,0,0,0,0,13,0,8,4,28,4,42,13
"G1701870","2000","US","2","3","Illinois","17","Warren","187",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1405122319","1674618","Warren County","A","+40876975","-090622695","06",,,4990,1819,4483,3124,84,39,58,30,11,0,11,0,9,3,35,24,0,8,0,0,68,10,25,11,32,16,42,22,4620,370,4259,224,71,13,47,6,11,0,11,0,9,0,35,0,0,0,0,0,68,0,25,0,19,13,30,12
"G1701890","2000","US","2","3","Illinois","17","Washington","189",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1457147214","3912917","Washington County","A","+38366222","-089376927","06",,,4315,1405,3552,2375,6,9,0,0,16,7,5,24,3,0,6,6,0,0,2,0,5,0,2,2,13,9,12,16,4171,136,3446,103,6,0,0,0,3,10,5,0,3,0,4,2,0,0,2,0,5,0,2,0,13,0,9,3
"G1701910","2000","US","2","3","Illinois","17","Wayne","191",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1848986002","4304987","Wayne County","A","+38419189","-088401393","06",,,4399,1952,3658,3363,10,0,0,0,11,10,6,4,25,23,24,9,0,0,0,0,7,0,9,2,27,6,11,7,4116,283,3418,240,10,0,0,0,3,8,6,0,25,0,22,2,0,0,0,0,5,2,9,0,24,3,11,0
"G1701930","2000","US","2","3","Illinois","17","White","193",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1281708431","17680413","White County","A","+38104078","-088180096","06",,,3858,1935,3230,3290,8,26,3,7,14,0,13,18,0,0,0,8,0,0,0,0,0,0,0,0,22,31,29,32,3643,215,3051,179,8,0,3,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,11
"G1701950","2000","US","2","3","Illinois","17","Whiteside","195",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1773546391","31707117","Whiteside County","A","+41778260","-089867831","06",,,14891,6386,12977,9961,95,114,104,53,71,70,69,15,29,31,40,39,0,0,0,0,685,197,547,262,157,84,156,165,14090,784,12533,444,57,38,76,28,65,6,69,0,28,1,29,11,0,0,0,0,588,97,517,30,152,5,139,17
"G1701970","2000","US","2","3","Illinois","17","Will","197",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"2167666114","32234514","Will County","A","+41527431","-088029840","06",,,119914,29892,97087,58021,11057,6975,12492,5666,339,47,192,142,2991,816,2474,1858,49,21,49,13,5080,1995,2874,2403,1849,515,1451,803,115442,4381,93662,3416,9781,1232,11369,1123,324,15,186,6,2877,109,2370,104,41,8,41,8,4595,485,2644,230,1747,102,1352,99
"G1701990","2000","US","2","3","Illinois","17","Williamson","199",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1096636941","54291615","Williamson County","A","+37749230","-088972314","06",,,14864,7542,13292,11255,344,336,269,194,44,42,45,23,33,26,57,38,0,33,0,7,34,20,95,26,66,36,125,75,13760,1077,12574,710,273,71,216,48,37,7,31,14,33,0,57,0,0,0,0,0,26,8,94,1,60,6,105,20
"G1702010","2000","US","2","3","Illinois","17","Winnebago","201",,,,,"0",,,,,,,,,,,,,"6880","99","N","9999","9999","9",,,,,,,,,"1330572400","14340767","Winnebago County","A","+42311119","-089081630","06",,,65378,21744,56651,36745,5740,3124,6915,3894,226,88,189,140,1085,356,1017,766,31,24,41,9,2407,705,1540,976,1184,341,994,603,61817,3503,54555,2096,4755,985,5937,951,226,0,171,18,1029,56,940,77,31,0,41,0,2214,193,1336,204,1031,153,869,125
"G1702030","2000","US","2","3","Illinois","17","Woodford","203",,,,,"0",,,,,,,,,,,,,"6120","99","N","9999","9999","9",,,,,,,,,"1367384872","38317003","Woodford County","A","+40783629","-089225144","06",,,9943,2947,8021,5818,4,2,13,21,2,15,6,2,38,2,29,23,0,0,0,0,35,28,13,3,38,12,37,37,9626,311,7846,172,4,0,13,0,2,0,2,4,38,0,29,0,0,0,0,0,33,0,13,0,38,0,37,0
"G1800010","2000","US","2","3","Indiana","18","Adams","001",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"878938129","1485488","Adams County","A","+40744555","-084940506","06",,,9028,2505,7026,5296,4,17,0,0,6,0,0,9,24,0,17,6,0,0,0,5,117,32,106,32,59,18,66,32,8773,247,6811,215,3,1,0,0,6,0,0,0,24,0,15,2,0,0,0,0,106,11,99,7,59,0,66,0
"G1800030","2000","US","2","3","Indiana","18","Allen","003",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"1702268870","7388974","Allen County","A","+41090284","-085100068","06",,,80809,21649,69071,41094,7924,3631,8684,4684,412,94,190,233,1306,376,1107,666,66,3,12,17,2362,489,1387,741,1299,254,977,503,77890,2784,66413,2631,6812,1112,7671,1013,375,37,190,0,1232,74,1015,92,66,0,12,0,2174,188,1200,187,1205,90,948,29
"G1800050","2000","US","2","3","Indiana","18","Bartholomew","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1053706192","6527955","Bartholomew County","A","+39211509","-085892211","06",,,19237,5566,15888,10880,415,85,249,183,30,13,87,32,415,84,160,285,13,0,14,6,320,56,161,27,104,62,88,61,18469,712,15307,581,401,4,246,3,30,0,87,0,415,0,145,15,13,0,14,0,286,27,142,19,104,0,85,3
"G1800070","2000","US","2","3","Indiana","18","Benton","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1052338649","236014","Benton County","A","+40579571","-087314706","06",,,2548,816,2096,1468,10,0,2,0,8,0,0,2,0,6,0,0,0,0,3,0,35,6,35,12,25,4,67,12,2456,77,2035,61,10,0,2,0,8,0,0,0,0,0,0,0,0,0,3,0,25,10,32,3,22,3,62,5
"G1800090","2000","US","2","3","Indiana","18","Blackford","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"427600367","790354","Blackford County","A","+40462132","-085340883","06",,,3813,1404,3124,2461,0,0,1,0,10,0,19,2,0,0,10,8,0,0,0,0,13,0,2,6,21,9,43,30,3634,179,3000,124,0,0,1,0,10,0,12,7,0,0,10,0,0,0,0,0,13,0,2,0,21,0,43,0
"G1800110","2000","US","2","3","Indiana","18","Boone","011",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1095183694","1097913","Boone County","A","+40032080","-086450455","06",,,12677,3412,10703,6962,9,22,11,17,18,8,0,0,64,0,56,27,11,0,0,0,13,0,30,34,86,12,142,73,12284,353,10356,347,9,0,11,0,18,0,0,0,64,0,46,10,11,0,0,0,13,0,30,0,86,0,131,11
"G1800130","2000","US","2","3","Indiana","18","Brown","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"808760520","11286879","Brown County","A","+39228538","-086218138","06",,,4077,1724,3449,2375,35,4,14,4,2,2,27,0,7,6,6,8,0,0,0,0,18,0,32,0,29,37,47,35,3884,183,3344,99,35,0,14,0,2,0,27,0,7,0,6,0,0,0,0,0,18,0,32,0,29,0,47,0
"G1800150","2000","US","2","3","Indiana","18","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"964143712","7243387","Carroll County","A","+40580759","-086584006","06",,,5614,1760,4665,3067,9,0,12,0,18,6,12,0,6,0,0,6,0,0,0,0,104,43,28,48,29,0,2,12,5358,251,4522,143,9,0,12,0,18,0,12,0,6,0,0,0,0,0,0,0,104,0,28,0,16,13,2,0
"G1800170","2000","US","2","3","Indiana","18","Cass","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1069323600","5323314","Cass County","A","+40746875","-086345234","06",,,10432,4119,8914,6403,68,143,53,95,29,18,43,19,58,32,43,57,10,0,6,0,377,219,101,209,126,128,48,68,10000,432,8587,327,68,0,39,14,16,13,43,0,58,0,43,0,5,5,6,0,365,12,98,3,126,0,48,0
"G1800190","2000","US","2","3","Indiana","18","Clark","019",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"971345543","3008476","Clark County","A","+38386482","-085727465","06",,,24427,8559,22717,13635,1548,676,1440,783,181,25,50,17,114,32,107,106,0,0,0,2,331,18,129,29,398,74,286,159,23407,966,21779,938,1377,171,1261,179,163,18,50,0,108,6,107,0,0,0,0,0,322,9,116,13,386,12,251,35
"G1800210","2000","US","2","3","Indiana","18","Clay","021",,,,,"0",,,,,,,,,,,,,"8320","99","N","9999","9999","9",,,,,,,,,"926223832","7189285","Clay County","A","+39439101","-087119952","06",,,6855,2761,5805,4696,4,10,16,29,39,25,0,9,7,0,0,26,7,0,0,6,17,2,7,23,27,15,35,7,6429,387,5524,272,4,0,16,0,39,0,0,0,7,0,0,0,7,0,0,0,17,0,7,0,27,0,35,0
"G1800230","2000","US","2","3","Indiana","18","Clinton","023",,,,,"0",,,,,,,,,,,,,"3920","99","N","9999","9999","9",,,,,,,,,"1049193310","468720","Clinton County","A","+40288872","-086496578","06",,,8303,3508,7019,5641,22,12,11,0,0,6,8,3,2,6,7,16,0,0,0,0,499,167,277,166,63,44,38,11,7946,357,6644,366,22,0,11,0,0,0,8,0,2,0,7,0,0,0,0,0,425,74,205,72,51,12,38,0
